Number,Program Title,Program Type,Program Genre,Network,First Air Month,First Air Day,First Air Year,Last Air Month,Last Air Day,Last Air Year,Program Description
4686, The Life and Legend of Wyatt Earp. ,Series, Western, ABC,,,1955,,,1961," ""Wyatt Earp, Wyatt Earp, brave courageous and bold; long live his fame and long live his glory and long may his story be told."" Based very loosely on fact, the series, (first set in Dodge City, Kansas, then in Tombstone,Arizona), relates the adventures of Wyatt Earp, a U.S. Marshal, and his efforts to maintain law and order during the 1870s. Wyatt's brothers, Morgan and Virgil, are also his deputies. Shotgun Gibbs is Wyatt's chief deputy; Doc HoUiday is Wyatt's friend; Kate Holliday is Doc's daughter; Nellie Cashman is the saloon owner; Ned Buntline is Wyatt's friend (a gunsmith); Old Man Clanton is the notorious gang leader; Emma Clanton is his wife; Phin is their son; Bat Masterson is Wyatt's friend; Dr. Goodfellow is the Tombstone town physician; Abbie Crandall is Wyatt's friend. Cast: Hugh O'Brian {Wyatt Earp), Dirk London {Morgan Earp), John Anderson {Virgil Earp), Ross Elliott {Virgil Earp; later), Morgan Woodward {Shotgun Gibbs), Myron Healey {Doc Holliday), Douglas V. Fowley {Doc Holliday; later), Carole Stone {Kate Holliday), Randy Stuart {Nellie Cashman), Lloyd Corrigan {Ned Buntline), Ralph Sanford {Mayor Kelly; Dodge City), Paul Brinegar {Mayor Kelly; later), Stacy Harris {Mayor John Clum; Tombstone), Lash LaRue {Sheriff John Behan), Steve Brodie {Sherijf John Behan; later), Trevor Bardette {Old Man Clanton), Carol Thurston {Emma Clanton), Steve Rowland {Phin Clanton), Alan Dinehart {Bat Masterson), Damian O'Flynn {Dr. Goodfellow), Gloria Talbot {Abbie Crandall), James Seay {Judge Spicer), Britt Lamond {Johnny Ringo), Don Haggerty {Marshal Murdoch), William Phillips {Curly Bill Brocius), William Tannen {Deputy Harold Norton), Margaret Hayes {Dora Hard), Denver Pyle {Ben Thompson). Theme Vocal: ""The Life and Legend of Wyatt Earp"" by The Ken Darby Singers. "
5115, Marshal Dillon. ,Series, Western, CBS,,,1955,,,1961, The syndicated title for half-hour episodes of Gunsmoke produced between 1955 and  1961. See Gunsmoke for information. 
2615, Father Knows Best. ,Series, Comedy," CBS, NBC",,,1955,,,1962," Jim and Margaret Anderson are a married couple that live at 607 South Maple Street in the town of Springfield. They are the parents of Betty, Bud and Kathy and stories relate the simple pleasure and trying times the family faces. Jim is the manager of the General Insurance Company (also given as the Cavalier Casualty Insurance Company). He is known for his ability to solve virtually any problem his family may encounter (he says, however, ""I'm just an ordinary guy who sells insurance""). At times, when Betty has a problem, he does ask for Margaret's help because ""You've had more experience being a high school girl than I have."" Betty is the eldest child and the most sensitive. She is very caring and involves herself in other people's problems (always with a good intention to help). She is the smartest of the children and attends Springfield High School. Jim calls her ""Princess"" and the Malt Shop is the after school hangout. James Anderson, Jr., nicknamed Bud, was born in 1941. He attended Springfield High School (later Springfield College with Betty). He is actively involved in various sports, seeks the easiest ways to make money and is somewhat mechanically inclined (he likes to see what makes things work) . Kathy, the youngest child, is called ""Kitten"" by Jim and ""Angel"" by Margaret. While she is an angel most of the time, Kathy, who rarely involves herself with Betty or Bud's lives, manages quite well to find mischief on her own or with her friends . Father Knows Best is based on the radio series of the same title (NBC, 1949-1954) that starred Robert Young (Jim Anderson), June Whitley and Jean VanderPyl (Margaret Anderson), Rhoda Williams (Betty), Ted Donaldson (Bud) and Norma Jean Nilsson and Helen Strong (Kathy). See also Keep It in the Family (for pilot film information) and The Father Knows Best Reunion and Father Knows Best: Home for Christmas. Cast: Robert Young {Jim Anderson), Jane Wyatt{Margaret Anderson), Elinor Donahue {Betty Anderson), Billy Gray {Bud Anderson), Lauren Chapin {Kathy Anderson), Jimmy Bates {Claude Messner; Bud's friend), Paul Wallace {Kippy Watkins; Bud's friend), Yvonne Lime {Dotty Snow; Betty's friend), Robert Foulk {Ed Davis; Jim's neighbor), Vivi Janiss {Myrtle Davis; Ed's wife), Roberta Shore {Joyce Kendall; Bud's girlfriend), Robert Chapman {Ralph Little; Betty's boyfriend), Tina Thompson {Patty Davis; Kathy's friend), Reba Waters {Patty Davis; later). Sue George {April Adams; Bud's friend), Richard Eyer {Burgess Vail; Kathy's friend), Richard Eyer {Grover Adams; April's brother), Peter Heisser {Joe Phillips; Bud's friend), Sarah Selby {Miss Thomas; Jim's secretary), Sam Flint {Hubert Armstead; high school principal). Announcer: Carl Caruso. "
1224, Captain Gallant of the Foreign Legion. ,Series, Adventure," NBC, ABC",,,1955,,,1963," The series, set at the French Foreign Legion headquarters in North Africa, relates the adventures of Michael Gallant, a Legion captain, and his young ward, Cuffy Sanders, the son of slain officer Bill Sanders, as they struggle to uphold the causes of freedom and justice. Cuffy calls Captain Gallant ""Uncle Mike."" The series, which produced 65 episodes, is also known as Foreign Legionnaire. The series ran on NBC from February 13, 1955 to February 7, 1957; on ABC from June 6, 1960 to September 24, 1960 and on NBC from October 1, 1960 to September 21, 1963. Cast: Buster Crabbe {Capt. Michael Gallant), Cullen Crabbe {Cuffy Sanders), Fuzzy Knight {Pvt. Fuzzy Knight), Giles Queant {Sergeant DuVal), Norma Eberherdt {Carla; Fuzzy's girlfriend), Roger Trevielle {Colonel), Daniel Lecourtois {Colonel). "
1423, Cheyenne. ,Series, Western, ABC,,,1955,,,1963," On the third day of the ninth moon of the Indian calendar (September 12; this calendar has 13 moons each year with 28 days in each month), a wagon train traveling through Wyoming territory is attacked by the Cheyenne Indians. Chief White Cloud (Richard Hale) spares the life of a baby boy and raises him as his son. The boy, whom White Cloud said ""was so quiet and solemn that he must have the brain of a wise grey fox,"" was given the name Grey Fox. At age 12, Grey Fox chose to go the way of the white man and took the name Cheyenne Bodie. He left his home, ""south, where the river winds at the foot of the hills,"" and set out on his own. A ranch hand, cavalry scout, army undercover agent, deputy, trail boss and wagon train guide were but a handful of the jobs held by Cheyenne Bodie as he drifted across the American frontier of the 1860s. Cheyenne is a strong, quiet man who fights for the rights of others. He is proud of his heritage and is dedicated to helping the army build up the land and establish a peace treaty with his blood brothers (he can read smoke signals and is trusted by the Indian chiefs). He carries a hunting knife on the left side of his holster (his gun is on the right side) and is looking for a place to settle down and call home (he hopes one day to buy a ranch and raise horses). In the episode ""Legacy of the Lost,"" Sloane and Sloane detective Dennis Carter (William Windom) convinces Cheyenne that he is John Abbott, the long lost son of wealthy rancher Lionel Abbott (Peter Whitney). Cheyenne now has a younger brother, James Abbott (Peter Breck), and a sister-in-law, Lorna ( Jolene Brand); he is also heir to the vast Abbott wealth. (Cheyenne discovers that James hired Carter to find someone who could be John Abbott and then kill him so James could become the sole heir. By coincidence, Lionel's wife and infant son were on the same wagon train as the infant Cheyenne. Lionel believed that his son was taken by the Cheyenne and would one day return to claim what is rightfully his.) Note: L.Q. Jones as Smitty, a government mapmaker, was Cheyenne's sidekick during the 1955-56 season when Cheyenne alternated with Kings Row and Casablanca on Warner Bros. Presents. Cast: Clint Walker {Cheyenne Bodie). Theme Song: ""Cheyenne"" by Stan Jones and William Lava. "
186, Alfred Hitchcock Presents. ,Series, Anthology," CBS, NBC",,,1955,,,1965," Well produced, acted, written and directed mystery and suspense productions that have director Alfred Hitchcock's familiar ring: the evil get their just deserts _Êî but often it is not fully shown and the viewer is left to imagine what it could be. The series aired on CBS (30 minutes) from October 2, 1955 to September  25, 1960; on NBC (30 minutes) from September 27, 1960 to September 18, 1962; on CBS (60 minutes) from September 20, 1962 to September 18, 1964; and on NBC (60 minutes) from October 5, 1964 to September 6, 1965. 268 episodes aired as Alfred Hitchcock Presents (30 minutes); 93 episodes aired as The Alfred Hitchcock Hour. Host: Alfred Hitchcock. Performers Include: Cara Williams, Vera Miles, Cloris Leachman, Ralph Meeker, Gene Barry, Barry Fitzgerald, Carolyn Jones, Claude Rains, Steve McQueen, Claire Trevor, Patricia Hitchcock, Joanne Woodward, Inger Stevens, John Williams, Gary Merrill, Theodore Bikel, William Shatner, Jack Klugman, E.G. Marshall, Jean Hagen, Martin Balsam, Barbara Bel Geddes, Fay Wray, Julie Adams, Chill Wills, Patricia Breslin, Lori March, Art Carney, Bette Davis, Roger Moore, Patrick Macnee, Walter Matthau, Joseph Gotten, James Coburn, Suzanne Pleshette, Peter Lorre, Gia Scala, Peter Graves, Zohra Lambert, Ruth Roman, William Conrad, Peter Falk, Lola Albright, Peggy Ann Garner, John Lupton. Theme Music: ""Theme from Alfred Hitchcock Presents"" (based on Gounod's Funeral March of a Marionette) by Stanley Wilson, Lyn Murray. "
2928, Fury. ,Series, Adventure, NBC,,,1955,,,1966," A group of boys, engaging in a game of baseball, accidentally break a window. Fearing punishment, they place the blame on Joey, an innocent youngster who is suspected of being a troublemaker. Jim Newton, a witness to the act, clears the boy of the charge. Jim learns that the boy is an orphan and arranges to take him home to the Broken Wheel Ranch (outside of Capitol City). He later begins adoption procedures. In an effort to acquire the boy's affections, Jim presents Joey with Fury, a recently captured black stallion. Joey, given a sense of responsibility, finds a home and love. Stories concern an orphan boy's growth into manhood. The series is also known as Brave Stallion. Other Regulars: Pete, Jim's top hand (""who says he cut his teeth on a branding iron""); Helen Watkins, the school teacher; Pee Wee Jenkins, Joey's friend; Packey Lambert, Joey's friend; Harriet Newton, Jim's sister. Pee Wee rides a horse named Pokey; Packey's horse is Lucky.Cast: Peter Graves {Jim Newton), Bobby Diamond {Joey Newton), William Fawcett {Pete), Ann Robinson {Helen Watkins), Jimmy Baird {Pee Wee Jenkins), Robert Mobley {Packet Lambert), Nan Leslie {Harriet Newton) , James Seay {Sherijf Davis), Guy Teague {Deputy Sheriff), Maudie Prickett {Jim's Aunt Harriet), Gypsy {Fury). "
5336, The Mighty Mouse Playhouse. ,Series, Cartoon, CBS,,,1955,,,1967," Mighty Mouse is a courageous and daring defender of the weak and oppressed (""Here I come to save the day"" is his cry when he sets out to help someone). In the episode, ""The Johnstown Flood,"" Mighty Mouse is depicted as an ordinary mouse who invents a potion called Atomic Energy that, when taken, endows him with extraordinary powers. Pearl Pureheart is the girl always in distress and in need of rescuing. Oil Can Harry, is the evil cat who sought to defeat Mighty Mouse. Other segments were Gandy Goose and Heckle and Jeckle. Voice Cast: Tom Morrison {Mighty Mouse/Oil Can Harry/Narrator), Carol Lawrence {Pearl Pureheart), Anthony Kay {Gandy Goose). "
7631, The Soupy Sales Show. ,Series, Comedy," ABC, Syn.",,,1955,,,1968," The slapstick-like antics of Soupy Sales, a comedian who seems to attract misadventure wherever he goes in his house (the program's setting). Characters include White Fang (represented by a large white paw), ""The biggest and meanest dog in the United States""; Black Tooth (a brown paw), ""The kindest dog in the United States""; Pookie (a puppet), the whistling lion; Hippie (puppet), the silent hippopotamus; Herman the flea and Willie the Worm (puppets); Marilyn Monwolf, White Fang's curvaceous friend; Peaches, Soupy's flirtatious friend; and numerous salesmen and irate neighbors who are seen only by their hands and arms as they talk from the side of the house near an open door. Pies in the face (to Soupy), the Words of Wisdom and comical sketches featuring the detective Philo Kvetch are also a part of the program. The series ran on ABC from July 4, 1955 to August 26, 1955; October 3, 1959 to June 25, 1960; August 27, 1960 to April 1, 1961 (as Lunch with Soupy Sales) and in syndication from 1966-1968. Cast: Soupy Sales {Host), Clyde Adler (Voices/ Puppeteer/Hands at Door), Frank Nastagia {Voices/ Puppeteer/Hands at Door), Soupy Sales (Philo Kvetch), Clyde Adler (Onions Oregano). "
1838, Dancing Party. ,Series, Variety, ABC,,,1955,,,1971, The alternate title for The Lawrence Welk Show. See this title for information. 
3473, The Heckle and Jeckle Show. ,Series, Cartoon," Syn., CBS, NBC",,,1955,,,1971," The antics of Heckle and Jeckle, two talking and very mischievous magpies (birds) that delight in causing whatever mischief they can. The series aired in syndication from 1955-1956; on CBS from October 24, 1956 to September 8, 1957 (and January 25, 1958 to September 24, 1960; September 25, 1965 to September 3, 1966) and on NI5C from September 6, 1969 to September 4, 1971. Voice Cast: Paul Frees {Heckle and Jeckle) . "
