id,title,imdb_index,kind_id,production_year,imdb_id,phonetic_code,episode_of_id,season_nr,episode_nr,series_years
3079343,(1955-02-27),,7,1955,,,3079048,,,
3079344,(1955-03-06),,7,1955,,,3079048,,,
3079345,(1955-03-13),,7,1955,,,3079048,,,
3079346,(1955-03-20),,7,1955,,,3079048,,,
3079347,(1955-03-27),,7,1955,,,3079048,,,
3079348,(1955-04-03),,7,1955,,,3079048,,,
3079349,(1955-04-10),,7,1955,,,3079048,,,
3079350,(1955-04-17),,7,1955,,,3079048,,,
3079351,(1955-04-24),,7,1955,,,3079048,,,
3079352,(1955-05-01),,7,1955,,,3079048,,,
3079353,(1955-05-08),,7,1955,,,3079048,,,
3079354,(1955-05-15),,7,1955,,,3079048,,,
3079355,(1955-05-22),,7,1955,,,3079048,,,
3079356,(1955-05-29),,7,1955,,,3079048,,,
3079357,(1955-06-05),,7,1955,,,3079048,,,
3079358,(1955-06-12),,7,1955,,,3079048,,,
3079359,(1955-06-19),,7,1955,,,3079048,,,
3079360,(1955-06-26),,7,1955,,,3079048,,,
3079361,(1955-07-03),,7,1955,,,3079048,,,
3079362,(1955-07-10),,7,1955,,,3079048,,,
3079363,(1955-07-17),,7,1955,,,3079048,,,
3079364,(1955-07-24),,7,1955,,,3079048,,,
3079365,(1955-07-31),,7,1955,,,3079048,,,
3079366,(1955-08-07),,7,1955,,,3079048,,,
3079367,(1955-08-14),,7,1955,,,3079048,,,
3079368,(1955-08-21),,7,1955,,,3079048,,,
3079369,(1955-08-28),,7,1955,,,3079048,,,
3079370,(1955-09-04),,7,1955,,,3079048,,,
3079371,(1955-09-11),,7,1955,,,3079048,,,
3079372,(1955-09-18),,7,1955,,,3079048,,,
3079373,(1955-09-25),,7,1955,,,3079048,,,
3079374,(1955-10-02),,7,1955,,,3079048,,,
3079375,(1955-10-09),,7,1955,,,3079048,,,
3079376,(1955-10-16),,7,1955,,,3079048,,,
3079377,(1955-10-23),,7,1955,,,3079048,,,
3079378,(1955-10-30),,7,1955,,,3079048,,,
3079379,(1955-11-06),,7,1955,,,3079048,,,
3079380,(1955-11-13),,7,1955,,,3079048,,,
3079381,(1955-11-20),,7,1955,,,3079048,,,
3079382,(1955-11-27),,7,1955,,,3079048,,,
3079383,(1955-12-04),,7,1955,,,3079048,,,
3079384,(1955-12-11),,7,1955,,,3079048,,,
3079385,(1955-12-18),,7,1955,,,3079048,,,
3079386,(1955-12-25),,7,1955,,,3079048,,,
3079387,(1956-01-01),,7,1956,,,3079048,,,
3079388,(1956-01-08),,7,1956,,,3079048,,,
3079389,(1956-01-15),,7,1956,,,3079048,,,
3079390,(1956-01-22),,7,1956,,,3079048,,,
3079391,(1956-01-29),,7,1956,,,3079048,,,
3079392,(1956-02-05),,7,1956,,,3079048,,,
3079393,(1956-02-12),,7,1956,,,3079048,,,
3079394,(1956-02-19),,7,1956,,,3079048,,,
3079395,(1956-02-26),,7,1956,,,3079048,,,
3079396,(1956-03-04),,7,1956,,,3079048,,,
3079397,(1956-03-11),,7,1956,,,3079048,,,
3079398,(1956-03-18),,7,1956,,,3079048,,,
3079399,(1956-03-25),,7,1956,,,3079048,,,
3079400,(1956-04-01),,7,1956,,,3079048,,,
3079401,(1956-04-08),,7,1956,,,3079048,,,
3079402,(1956-04-15),,7,1956,,,3079048,,,
3079403,(1956-04-22),,7,1956,,,3079048,,,
3079404,(1956-04-29),,7,1956,,,3079048,,,
3079405,(1956-05-06),,7,1956,,,3079048,,,
3079406,(1956-05-13),,7,1956,,,3079048,,,
3079407,(1956-05-20),,7,1956,,,3079048,,,
3079408,(1956-05-27),,7,1956,,,3079048,,,
3079409,(1956-06-03),,7,1956,,,3079048,,,
3079410,(1956-06-10),,7,1956,,,3079048,,,
3079411,(1956-06-17),,7,1956,,,3079048,,,
3079412,(1956-06-24),,7,1956,,,3079048,,,
3079413,(1956-07-01),,7,1956,,,3079048,,,
3079414,(1956-07-08),,7,1956,,,3079048,,,
3079415,(1956-07-15),,7,1956,,,3079048,,,
3079416,(1956-07-22),,7,1956,,,3079048,,,
3079417,(1956-07-29),,7,1956,,,3079048,,,
3079418,(1956-08-05),,7,1956,,,3079048,,,
3079419,(1956-08-12),,7,1956,,,3079048,,,
3079420,(1956-08-19),,7,1956,,,3079048,,,
3079421,(1956-08-26),,7,1956,,,3079048,,,
3079422,(1956-09-02),,7,1956,,,3079048,,,
3079423,(1956-09-09),,7,1956,,,3079048,,,
3079424,(1956-09-23),,7,1956,,,3079048,,,
3079425,(1956-09-30),,7,1956,,,3079048,,,
3079426,(1956-10-07),,7,1956,,,3079048,,,
3079427,(1956-10-14),,7,1956,,,3079048,,,
3079428,(1956-10-21),,7,1956,,,3079048,,,
3079429,(1956-10-28),,7,1956,,,3079048,,,
3079430,(1956-11-04),,7,1956,,,3079048,,,
3079431,(1956-11-11),,7,1956,,,3079048,,,
3079432,(1956-11-18),,7,1956,,,3079048,,,
3079433,(1956-11-25),,7,1956,,,3079048,,,
3079434,(1956-12-02),,7,1956,,,3079048,,,
3079435,(1956-12-09),,7,1956,,,3079048,,,
3079436,(1956-12-16),,7,1956,,,3079048,,,
3079437,(1956-12-23),,7,1956,,,3079048,,,
3079438,(1956-12-30),,7,1956,,,3079048,,,
3079439,(1957-01-06),,7,1957,,,3079048,,,
3079440,(1957-01-13),,7,1957,,,3079048,,,
3079441,(1957-01-20),,7,1957,,,3079048,,,
3079442,(1957-01-27),,7,1957,,,3079048,,,
3079443,(1957-02-03),,7,1957,,,3079048,,,
3079444,(1957-02-10),,7,1957,,,3079048,,,
3079445,(1957-02-17),,7,1957,,,3079048,,,
3079446,(1957-02-24),,7,1957,,,3079048,,,
3079447,(1957-03-03),,7,1957,,,3079048,,,
3079448,(1957-03-10),,7,1957,,,3079048,,,
3079449,(1957-03-17),,7,1957,,,3079048,,,
3079450,(1957-03-24),,7,1957,,,3079048,,,
3079451,(1957-03-31),,7,1957,,,3079048,,,
3079452,(1957-04-07),,7,1957,,,3079048,,,
3079453,(1957-04-14),,7,1957,,,3079048,,,
3079454,(1957-04-21),,7,1957,,,3079048,,,
3079455,(1957-04-28),,7,1957,,,3079048,,,
3079456,(1957-05-05),,7,1957,,,3079048,,,
3079457,(1957-05-12),,7,1957,,,3079048,,,
3079458,(1957-05-19),,7,1957,,,3079048,,,
3079459,(1957-05-26),,7,1957,,,3079048,,,
3079460,(1957-06-02),,7,1957,,,3079048,,,
3079461,(1957-06-09),,7,1957,,,3079048,,,
3079462,(1957-06-16),,7,1957,,,3079048,,,
3079463,(1957-06-23),,7,1957,,,3079048,,,
3079464,(1957-06-30),,7,1957,,,3079048,,,
3079465,(1957-07-07),,7,1957,,,3079048,,,
3079466,(1957-07-14),,7,1957,,,3079048,,,
3079467,(1957-07-21),,7,1957,,,3079048,,,
3079468,(1957-07-28),,7,1957,,,3079048,,,
3079469,(1957-08-04),,7,1957,,,3079048,,,
3079470,(1957-08-11),,7,1957,,,3079048,,,
3079471,(1957-08-18),,7,1957,,,3079048,,,
3079472,(1957-08-25),,7,1957,,,3079048,,,
3079473,(1957-09-01),,7,1957,,,3079048,,,
3079474,(1957-09-08),,7,1957,,,3079048,,,
3079475,(1957-09-15),,7,1957,,,3079048,,,
3079476,(1957-09-22),,7,1957,,,3079048,,,
3079477,(1957-09-29),,7,1957,,,3079048,,,
3079478,(1957-10-06),,7,1957,,,3079048,,,
3079479,(1957-10-13),,7,1957,,,3079048,,,
3079480,(1957-10-20),,7,1957,,,3079048,,,
3079481,(1957-10-27),,7,1957,,,3079048,,,
3079482,(1957-11-03),,7,1957,,,3079048,,,
3079483,(1957-11-10),,7,1957,,,3079048,,,
3079484,(1957-11-17),,7,1957,,,3079048,,,
3079485,(1957-11-24),,7,1957,,,3079048,,,
3079486,(1957-12-01),,7,1957,,,3079048,,,
3079487,(1957-12-08),,7,1957,,,3079048,,,
3079488,(1957-12-15),,7,1957,,,3079048,,,
3079489,(1957-12-22),,7,1957,,,3079048,,,
3079490,(1957-12-29),,7,1957,,,3079048,,,
3079491,(1958-01-05),,7,1958,,,3079048,,,
3079492,(1958-01-12),,7,1958,,,3079048,,,
3079493,(1958-01-19),,7,1958,,,3079048,,,
3079494,(1958-01-26),,7,1958,,,3079048,,,
3079495,(1958-02-02),,7,1958,,,3079048,,,
3079496,(1958-02-09),,7,1958,,,3079048,,,
3079497,(1958-02-16),,7,1958,,,3079048,,,
3079498,(1958-02-23),,7,1958,,,3079048,,,
3079499,(1958-03-02),,7,1958,,,3079048,,,
3079500,(1958-03-09),,7,1958,,,3079048,,,
3079501,(1958-03-16),,7,1958,,,3079048,,,
3079502,(1958-03-23),,7,1958,,,3079048,,,
3079503,(1958-03-30),,7,1958,,,3079048,,,
3079504,(1958-04-06),,7,1958,,,3079048,,,
3079505,(1958-04-13),,7,1958,,,3079048,,,
3079506,(1958-04-20),,7,1958,,,3079048,,,
3079507,(1958-04-27),,7,1958,,,3079048,,,
3079508,(1958-05-04),,7,1958,,,3079048,,,
3079509,(1958-05-11),,7,1958,,,3079048,,,
3079510,(1958-05-18),,7,1958,,,3079048,,,
3079511,(1958-05-25),,7,1958,,,3079048,,,
3079512,(1958-06-01),,7,1958,,,3079048,,,
3079513,(1958-06-08),,7,1958,,,3079048,,,
3079514,(1958-06-15),,7,1958,,,3079048,,,
3079515,(1958-06-22),,7,1958,,,3079048,,,
3079516,(1958-06-29),,7,1958,,,3079048,,,
3079517,(1958-07-06),,7,1958,,,3079048,,,
3079518,(1958-07-13),,7,1958,,,3079048,,,
3079519,(1958-07-20),,7,1958,,,3079048,,,
3079520,(1958-07-27),,7,1958,,,3079048,,,
3079521,(1958-08-03),,7,1958,,,3079048,,,
3079522,(1958-08-10),,7,1958,,,3079048,,,
3079523,(1958-08-17),,7,1958,,,3079048,,,
3079524,(1958-08-24),,7,1958,,,3079048,,,
3079525,(1958-08-31),,7,1958,,,3079048,,,
3079526,(1958-09-07),,7,1958,,,3079048,,,
3079527,(1958-09-14),,7,1958,,,3079048,,,
3079528,(1958-09-21),,7,1958,,,3079048,,,
3079529,(1958-09-28),,7,1958,,,3079048,,,
3079530,(1958-10-05),,7,1958,,,3079048,,,
3079531,(1958-10-12),,7,1958,,,3079048,,,
3079532,(1958-10-19),,7,1958,,,3079048,,,
3079533,(1958-10-26),,7,1958,,,3079048,,,
3079534,(1958-11-02),,7,1958,,,3079048,,,
3079535,(1958-11-09),,7,1958,,,3079048,,,
3079536,(1958-11-16),,7,1958,,,3079048,,,
3079537,(1958-11-23),,7,1958,,,3079048,,,
3079538,(1958-12-07),,7,1958,,,3079048,,,
3079539,(1958-12-14),,7,1958,,,3079048,,,
3079540,(1958-12-21),,7,1958,,,3079048,,,
3079541,(1959-01-04),,7,1959,,,3079048,,,
3079542,(1959-01-11),,7,1959,,,3079048,,,
3079543,(1959-01-18),,7,1959,,,3079048,,,
3079544,(1959-01-25),,7,1959,,,3079048,,,
3079545,(1959-02-01),,7,1959,,,3079048,,,
3079546,(1959-02-08),,7,1959,,,3079048,,,
3079547,(1959-02-22),,7,1959,,,3079048,,,
3079548,(1959-03-01),,7,1959,,,3079048,,,
3079549,(1959-03-08),,7,1959,,,3079048,,,
3079550,(1959-03-15),,7,1959,,,3079048,,,
3079551,(1959-03-22),,7,1959,,,3079048,,,
3079552,(1959-03-29),,7,1959,,,3079048,,,
3079553,(1959-04-05),,7,1959,,,3079048,,,
3079554,(1959-04-12),,7,1959,,,3079048,,,
3079555,(1959-04-19),,7,1959,,,3079048,,,
3079556,(1959-05-03),,7,1959,,,3079048,,,
3079557,(1959-05-10),,7,1959,,,3079048,,,
3079558,(1959-05-17),,7,1959,,,3079048,,,
3079559,(1959-05-24),,7,1959,,,3079048,,,
3079560,(1959-05-31),,7,1959,,,3079048,,,
3079561,(1959-06-07),,7,1959,,,3079048,,,
3079562,(1959-06-14),,7,1959,,,3079048,,,
3079563,(1959-06-21),,7,1959,,,3079048,,,
3079564,(1959-06-28),,7,1959,,,3079048,,,
3079565,(1959-07-05),,7,1959,,,3079048,,,
3079566,(1959-07-12),,7,1959,,,3079048,,,
3079567,(1959-07-19),,7,1959,,,3079048,,,
3079568,(1959-07-26),,7,1959,,,3079048,,,
3079569,(1959-08-02),,7,1959,,,3079048,,,
3079570,(1959-08-09),,7,1959,,,3079048,,,
3079571,(1959-08-16),,7,1959,,,3079048,,,
3079572,(1959-08-23),,7,1959,,,3079048,,,
3079573,(1959-08-30),,7,1959,,,3079048,,,
3079574,(1959-09-06),,7,1959,,,3079048,,,
3079575,(1959-09-13),,7,1959,,,3079048,,,
3079576,(1959-09-20),,7,1959,,,3079048,,,
3079577,(1959-09-27),,7,1959,,,3079048,,,
3079578,(1959-10-04),,7,1959,,,3079048,,,
3079579,(1959-10-11),,7,1959,,,3079048,,,
3079580,(1959-10-18),,7,1959,,,3079048,,,
3079581,(1959-10-25),,7,1959,,,3079048,,,
3079582,(1959-11-01),,7,1959,,,3079048,,,
3079583,(1959-11-08),,7,1959,,,3079048,,,
3079584,(1959-11-15),,7,1959,,,3079048,,,
3079585,(1959-11-22),,7,1959,,,3079048,,,
3079586,(1959-11-29),,7,1959,,,3079048,,,
3079587,(1959-12-06),,7,1959,,,3079048,,,
3079588,(1959-12-13),,7,1959,,,3079048,,,
3079589,(1959-12-27),,7,1959,,,3079048,,,
3079924,Premiere Telecast,,7,1950,,P6563,3079048,1,1,
3079925,Special Community Chest Edition,,7,1953,,S1242,3079048,,,
3078741,What's in a Word,,2,1954,,W3256,,,,1954-????
3081222,Wheel of Fortune,,2,1952,,W4163,,,,1952-1953
3096684,Who's There?,,2,1952,,W236,,,,1952-????
3104655,Willy,,2,1954,,W4,,,,1954-1955
3104656,First Case,,7,1954,,F6232,3104655,1,1,
3104657,Franklin's Shoe Business,,7,1955,,F6524,3104655,1,36,
3104658,Get Charlie's Goat,,7,1954,,G3264,3104655,1,2,
3104659,Job Offer,,7,1954,,J16,3104655,1,10,
3104660,New York Bound,,7,1955,,N6215,3104655,1,26,
3104661,New York Colleague,,7,1954,,N6242,3104655,1,4,
3104662,Operation Stocks,,7,1954,,O1635,3104655,1,3,
3104663,Papa's Birthday,,7,1954,,P1216,3104655,1,14,
3104664,Papa's Hot Tip,,7,1955,,P1231,3104655,1,30,
3104665,Puppy Love,,7,1955,,P141,3104655,1,20,
3104666,The Big Fight,,7,1955,,B2123,3104655,1,34,
3104667,The Charity Benefit,,7,1955,,C6315,3104655,1,16,
3104668,The Daniel Boone Case,,7,1955,,D5415,3104655,1,22,
3104669,The Fate of the Theatre,,7,1954,,F3136,3104655,1,15,
3104670,The French Hat,,7,1954,,F6523,3104655,1,11,
3104671,The Substitution,,7,1954,,S1235,3104655,1,13,
3104672,Water Witch Case,,7,1954,,W3632,3104655,1,9,
3104686,Willy Chooses Not to Run,,7,1954,,W4253,3104655,1,5,
3104687,Willy Doubles in Brass,,7,1955,,W4314,3104655,1,24,
3104688,Willy Saves Harvey from Fraud,,7,1955,,W4212,3104655,1,33,
3104689,Willy Waves the Flag,,7,1954,,W4123,3104655,1,8,
3104673,Willy and Aunt Cora's Beau,,7,1955,,W4535,3104655,1,18,
3104674,Willy and Eccentric Henrietta,,7,1955,,W4532,3104655,1,38,
3104675,Willy and El Flamenco,,7,1955,,W4534,3104655,1,37,
3104676,Willy and Grandpa's Piano,,7,1955,,W4532,3104655,1,19,
3104677,Willy and Hansel and Gretel,,7,1955,,W4535,3104655,1,28,
3104678,Willy and Hurricane Harvey,,7,1955,,W4536,3104655,1,39,
3104679,Willy and L'Affaire Paul Revere,,7,1955,,W4534,3104655,1,17,
3104680,Willy and Muller vs. Muller,,7,1954,,W4535,3104655,1,12,
3104681,Willy and the Counterfeiters,,7,1955,,W4532,3104655,1,31,
3104682,Willy and the Crook Julius,,7,1954,,W4532,3104655,1,7,
3104683,Willy and the Farewell Dance,,7,1955,,W4531,3104655,1,25,
3104684,Willy and the Kate Fleming Case,,7,1955,,W4532,3104655,1,27,
3104685,Willy and the Mystery Package,,7,1955,,W4535,3104655,1,21,
3104690,Willy's Commission,,7,1954,,W4252,3104655,1,6,
3104691,Willy's Nephew,,7,1955,,W4251,3104655,1,23,
3104692,Willy's New Dress,,7,1955,,W4253,3104655,1,32,
3104693,Willy's New York Neighbors,,7,1955,,W4256,3104655,1,29,
3104694,Willy's Painting,,7,1955,,W4215,3104655,1,35,
3104708,Willys Theatre Presenting Ben Hecht's Tales of the City,,2,1953,,W4236,,,,1953-????
3104710,(#1.4),,7,1953,,,3104708,1,4,
3104711,(#1.7),,7,1953,,,3104708,1,7,
3104712,Actor's Blood,,7,1953,,A2362,3104708,1,3,
3104714,Count Bruga,,7,1953,,C5316,3104708,1,6,
3104715,Miracle in the Rain,,7,1953,,M6245,3104708,1,5,
3105804,Windows,,2,1955,,W532,,,,1955-????
3105805,A Domestic Dilemma,,7,1955,,D5232,3105804,1,2,
3105809,The Calliope Tree,,7,1955,,C4136,3105804,1,5,
3105811,The Love Letters of Smith,,7,1955,,L1436,3105804,1,1,
3106845,Winner Take All,,2,1951,,W5632,,,,1951-????
3114323,Woman with a Past,,2,1954,,W5312,,,,1954-????
3115315,"Wonderful Town, U.S.A.",,2,1951,,W5361,,,,1951-1952
3126316,World News Roundup,,2,1957,,W6435,,,,1957-????
3146469,Yancy Derringer,,2,1958,,Y5236,,,,1958-1959
3146470,A Bullet for Bridget,,7,1958,,B4316,3146469,1,5,
3146471,A Game of Chance,,7,1959,,G5125,3146469,1,18,
3146472,A State of Crisis,,7,1959,,S3126,3146469,1,29,
3146473,An Ace Called Spade,,7,1958,,A2432,3146469,1,4,
3146474,Collector's Item,,7,1959,,C4236,3146469,1,25,
3146475,Duel at the Oaks,,7,1959,,D432,3146469,1,27,
3146476,Fire on the Frontier,,7,1959,,F6531,3146469,1,26,
3146477,Gallatin Street,,7,1958,,G4352,3146469,1,2,
3146478,Gone But Not Forgotten,,7,1959,,G5135,3146469,1,33,
3146479,Hell and High Water,,7,1959,,H4532,3146469,1,20,
3146480,Longhair,,7,1959,,L526,3146469,1,22,
3146481,Loot from Richmond,,7,1958,,L3165,3146469,1,7,
3146482,Marble Fingers,,7,1958,,M6141,3146469,1,11,
3146483,Mayhem at the Market,,7,1959,,M5356,3146469,1,16,
3146484,Memo to a Firing Squad,,7,1958,,M5316,3146469,1,9,
3146485,Nightmare on Bourbon Street,,7,1959,,N2356,3146469,1,14,
3146486,Old Dixie,,7,1958,,O432,3146469,1,12,
3146487,Outlaw at Liberty,,7,1959,,O3434,3146469,1,30,
3146488,Panic in Town,,7,1959,,P5253,3146469,1,19,
3146489,Return to New Orleans,,7,1958,,R3653,3146469,1,1,
3146490,The Belle from Boston,,7,1958,,B4165,3146469,1,6,
3146491,The Fair Freebooter,,7,1959,,F6161,3146469,1,15,
3146492,The Gun That Murdered Lincoln,,7,1959,,G5356,3146469,1,24,
3146493,The Louisiana Dude,,7,1959,,L253,3146469,1,21,
3146494,The Night the Russians Landed,,7,1959,,N2362,3146469,1,17,
3146495,The Quiet Firecracker,,7,1959,,Q3162,3146469,1,32,
3146496,The Saga of Lonesome Jackson,,7,1958,,S2145,3146469,1,8,
3146497,The Wayward Warrior,,7,1959,,W636,3146469,1,28,
3146498,Three Knaves from New Haven,,7,1958,,T6251,3146469,1,10,
3146499,Thunder on the River,,7,1959,,T5365,3146469,1,23,
3146500,Ticket to Natchez,,7,1958,,T2353,3146469,1,3,
3146502,Two Tickets to Promontory,,7,1959,,T3232,3146469,1,34,
3146501,Two of a Kind,,7,1959,,T1253,3146469,1,13,
3146503,V as in Voodoo,,7,1959,,V2513,3146469,1,31,
3147762,Years of Crisis,,2,1950,,Y6212,,,,1950-1964
3154264,You Are There,,2,1953,,Y636,,,,1953-1971
3154265,"Attempt to Assassinate Theodore Roosevelt (October 14, 1912)",,7,1957,,A3513,3154264,5,10,
3154266,Bannister Wins the Mile Run,,7,1955,,B5236,3154264,4,10,
3154267,"Benedict Arnold's Plot Against West Point (September 23, 1780)",,7,1956,,B5323,3154264,4,16,
3154268,"Benjamin Franklin's Kite Experiment (June 15, 1752)",,7,1956,,B5251,3154264,4,27,
3154269,Berlin Airlift,,7,1956,,B6456,3154264,4,22,
3154270,"Boston Tea Party (Restaged) (December 16, 1773)",,7,1955,,B2353,3154264,3,43,
3154271,"Burgoyne's Surrender at Saratoga (October 17, 1777)",,7,1954,,B6252,3154264,2,29,
3154272,Columbus Sets Foot on San Salvador,,7,1953,,C4512,3154264,2,7,
3154273,Cyprus Today,,7,1956,,C1623,3154264,4,30,
3154274,"D-Day (June 6, 1944)",,7,1955,,D325,3154264,3,28,
3154275,"Daniel Webster's Sacrifice to Save the Union (March 7, 1850)",,7,1956,,D5412,3154264,5,7,
3154276,"Decatur's Raid at Tripoli (February 16, 1804)",,7,1956,,D2362,3154264,5,3,
3154277,"Dewey's Victory at Manila (May 1, 1898)",,7,1955,,D2123,3154264,3,37,
3154278,"Dr. Pinel Unchains the Insane (May 24, 1793)",,7,1956,,D6154,3154264,4,19,
3154279,Edison's Miracle of Light,,7,1954,,E3252,3154264,3,8,
3154280,"Eli Whitney Invents the Cotton Gin (May 27, 1793)",,7,1955,,E4351,3154264,4,11,
3154281,"Grant and Lee at Appomattox (April 8, 1865) (II) (restaged)",,7,1955,,G6535,3154264,4,7,
3154282,"Grant and Lee at Appomattox (April 9, 1865)",,7,1953,,G6535,3154264,2,10,
3154283,"Hitler Invades Poland (September 1, 1939)",,7,1956,,H3465,3154264,5,6,
3154284,LaFitte and Jackson at New Orleans,,7,1954,,L1353,3154264,3,17,
3154286,"Lord Nelson at Trafalgar (October 21, 1805)",,7,1954,,L6354,3154264,3,12,
3154287,"Lou Gehrig's Greatest Day (July 4, 1939)",,7,1955,,L2626,3154264,3,35,
3154288,Mallory's Tragedy on Mount Everest,,7,1954,,M4623,3154264,2,19,
3154289,Moscow Today,,7,1955,,M23,3154264,4,5,
3154290,"Mr. Christian Seizes the Bounty (April 28, 1789)",,7,1956,,M6262,3154264,5,5,
3154291,"Napoleon's Return from Elba (March 7, 1815)",,7,1955,,N1452,3154264,3,42,
3154292,"P.T. Barnum Presents Jenny Lind (September 11, 1850)",,7,1955,,P3165,3154264,3,32,
3154293,Paul Revere's Ride (April 18. 1775),,7,1954,,P4616,3154264,2,32,
3154294,"Pearl Harbor (December 7, 1941)",,7,1953,,P6461,3154264,2,15,
3154295,"Pierre and Marie Curie Discover Radium (January 12, 1902)",,7,1955,,P6535,3154264,4,14,
3154296,"Spindletop - The First Great Texas Oil Strike (January 10, 1901)",,7,1955,,S1534,3154264,4,12,
3154297,Sutter Discovers Gold,,7,1954,,S3632,3154264,3,6,
3154298,The 'Treason' of Aaron Burr,,7,1954,,T6251,3154264,3,1,
3154299,The Abdication of Napoleon,,7,1953,,A1323,3154264,2,11,
3154300,"The Assassination of Julius Caesar (March 15, 44 B.C.)",,7,1953,,A2535,3154264,1,6,
3154301,"The Assassination of Julius Caesar (March 15, 44 B.C.)",,7,1955,,A2535,3154264,3,39,
3154302,"The Bank Holiday Crisis of March 6, 1933",,7,1957,,B5243,3154264,5,11,
3154303,The Battle of Gibraltar,,7,1954,,B3412,3154264,3,15,
3154304,"The Birth of Modern Boxing: The John L. Sullivan-James J. Corbett Battle (September 7, 1892)",,7,1955,,B6315,3154264,3,41,
3154305,The Birth of the National Anthem,,7,1953,,B6313,3154264,2,5,
3154306,"The Boston Massacre (March 5, 1770)",,7,1955,,B2352,3154264,4,3,
3154307,"The Boston Tea Party (December 12, 1773)",,7,1953,,B2353,3154264,1,3,
3154308,The Burning of Rome,,7,1954,,B6521,3154264,3,9,
3154309,The Burning of the Alamo,,7,1953,,B6521,3154264,1,22,
3154310,The Cabinet Crisis Over Peggy Eaton,,7,1954,,C1532,3154264,3,16,
3154311,The Capture of Jesse James,,7,1953,,C1361,3154264,1,2,
3154312,"The Capture of John Dillinger (January 25, 1934)",,7,1953,,C1361,3154264,1,4,
3154313,"The Capture of John Wilkes Booth (April 26, 1865)",,7,1953,,C1361,3154264,2,2,
3154314,"The Chicago Fire (October 8-9, 1871)",,7,1955,,C2162,3154264,4,13,
3154315,"The Completion of the First Transcontinental Railroad (May 10, 1869)",,7,1955,,C5143,3154264,3,31,
3154316,The Conquest of Mexico,,7,1953,,C5231,3154264,1,10,
3154317,The Conquest of Yellow Fever,,7,1953,,C5231,3154264,1,16,
3154318,The Conspiracy of Catherine the Great,,7,1954,,C5216,3154264,2,30,
3154319,"The Court Martial of Mata Hari (July 24, 1917)",,7,1954,,C6356,3154264,2,36,
3154320,"The Crisis of Anne Boleyn (May 16, 1536)",,7,1954,,C6215,3154264,2,42,
3154321,The Death of Cleopatra (30 B.C.),,7,1953,,D3124,3154264,2,8,
3154322,The Death of Rasputin,,7,1954,,D3162,3154264,2,35,
3154323,The Death of Socrates (399 B.C.),,7,1953,,D3126,3154264,1,14,
3154324,"The Death of Stonewall Jackson (May 10, 1863)",,7,1955,,D3123,3154264,3,20,
3154325,The Decision of Robert E. Lee,,7,1954,,D2516,3154264,2,40,
3154326,The Defense of the Alamo,,7,1953,,D1521,3154264,1,17,
3154327,"The Discovery of Anesthesia (October 16, 1846)",,7,1953,,D2161,3154264,1,8,
3154328,The Doolittle Raiders Take Off for Tokyo,,7,1956,,D4346,3154264,4,28,
3154329,The Dreyfus Case,,7,1953,,D612,3154264,1,18,
3154330,"The Emancipation Proclamation (January 1, 1863)",,7,1955,,E5213,3154264,3,33,
3154331,"The Emergence of Jazz (November 20, 1917)",,7,1954,,E5625,3154264,3,2,
3154332,"The End of the Dalton Gang (October 5, 1892)",,7,1957,,E5313,3154264,5,8,
3154333,The Escape of Rudolf Hess,,7,1953,,E2163,3154264,1,20,
3154334,"The Execution of Mary, Queen of Scots (February 8, 1587)",,7,1954,,E2351,3154264,2,33,
3154335,"The Fall of Fort Sumter (April 12, 1861)",,7,1956,,F4163,3154264,5,1,
3154336,"The Fall of Parnell (December 6, 1890)",,7,1954,,F4165,3154264,2,41,
3154337,The Fall of Troy,,7,1953,,F4136,3154264,2,17,
3154338,"The Fate of Nathan Hale (September 22, 1776)",,7,1953,,F3153,3154264,2,1,
3154339,"The Final Hours of Joan of Arc (May 30, 1431)",,7,1953,,F5462,3154264,1,5,
3154340,"The Final Performance of Sarah Bernhardt (November 30, 1922)",,7,1955,,F5416,3154264,3,36,
3154341,The First Command Performance of Romeo and Juliet,,7,1954,,F6232,3154264,2,26,
3154342,"The First Flight of the Wright Brothers (December 17, 1903)",,7,1955,,F6231,3154264,3,21,
3154343,"The First Major Use of Penicillin (April 1, 1943)",,7,1955,,F6235,3154264,3,40,
3154344,"The First Moscow Purge Trials (August 24, 1936)",,7,1953,,F6235,3154264,2,4,
3154345,The Gettysburg Address,,7,1953,,G3216,3154264,2,14,
3154346,The Great Adventure of Marco Polo,,7,1954,,G6315,3154264,3,7,
3154347,"The Great Comstock Silver Strike (October 29, 1873)",,7,1956,,G6325,3154264,4,20,
3154348,"The Great Diamond Fraud (November, 1872)",,7,1956,,G6353,3154264,5,2,
3154349,The Great Moment of Haile Selassie,,7,1954,,G6353,3154264,2,38,
3154350,"The Gunfight at the O.K. Corral (October 26, 1881)",,7,1955,,G5123,3154264,4,8,
3154351,"The Hamilton-Burr Duel (July 11, 1804)",,7,1953,,H5435,3154264,1,7,
3154352,"The Hanging of Captain Kidd (May 23, 1701)",,7,1954,,H5252,3154264,2,25,
3154353,"The Hatfield-McCoy Feud (January 1, 1888)",,7,1955,,H3143,3154264,3,29,
3154354,"The Heroism of Clara Barton (September 17, 1862)",,7,1956,,H6251,3154264,4,17,
3154355,"The Hoax of Cardiff Giant (February 2, 1870)",,7,1955,,H2126,3154264,4,9,
